transaction_id,amount,transaction_type,merchant_category,customer_age,card_type,country,hour,device,is_fraud
TXN101197,abc,pos,travel,3.0,Debit,USA,10,,1
TXN101198,,POS,Electronics,64.0,Debit,UK,24,,0
TXN101199,9571.67,Online,entertainment,4.0,credit,Canada,25,,1
TXN101200,,Online,grocry,64.0,CREDIT,India,17,web,0
TXN101201,8636.92,pos,Electronics,89.0,debit,usa,29,,1
TXN101202,abc,Online,groceries,89.0,Debit,UAE,-5,,0
TXN101203,,online,electronics,54.0,Credit,USA,29,,0
TXN101204,1140.82,Online,entertainment,6.0,Credit,UK,-5,,1
TXN101205,1095.16,pos,Electronics,85.0,Debit,UAE,28,,0
TXN101206,9383.7,ATM,Travel,9.0,Credit,canada,1,POS,1
TXN101207,,ATM,grocry,94.0,credit,UAE,2,web,1
TXN101208,1308.65,online,electronics,87.0,credit,usa,-4,,0
TXN101209,11120.8,online,food,,credit,usa,24,web,1
TXN101210,6155.6,online,entertainment,8.0,credit,usa,19,,1
TXN101211,6295.02,online,grocry,1.0,CREDIT,UAE,28,web,1
TXN101212,,POS,Travel,9.0,debit,india,-5,web,1
TXN101213,,ATM,electronics,85.0,Credit,UK,19,mobile,0
TXN101214,abc,ONLINE,food,71.0,Credit,Canada,4,mobile,1
TXN101215,9537.34,ONLINE,Electronics,93.0,Debit,Canada,12,web,1
TXN101216,1270.28,ATM,electronics,19.0,debit,usa,-1,web,0
TXN101217,7779.31,pos,groceries,,Debit,USA,13,POS,1
TXN101218,798.92,ONLINE,Travel,34.0,Credit,india,1,mobile,1
TXN101219,,POS,entertainment,41.0,CREDIT,UAE,-3,,0
TXN101220,abc,POS,grocry,,credit,usa,1,,1
TXN101221,,pos,Electronics,91.0,credit,UAE,5,,0
TXN101222,abc,POS,grocry,27.0,CREDIT,USA,25,mobile,0
TXN101223,615.84,POS,Electronics,85.0,CREDIT,india,-3,web,0
TXN101224,175.74,pos,food,93.0,debit,canada,-2,,0
TXN101225,49.38,ONLINE,Electronics,,Credit,UAE,-2,web,0
TXN101226,10851.47,Online,entertainment,85.0,debit,canada,-5,,1
TXN101227,42.28,online,entertainment,,credit,india,29,POS,0
TXN101228,880.42,ATM,travel,1.0,credit,Canada,26,,1
TXN101229,abc,ATM,entertainment,,Credit,usa,-2,mobile,0
TXN101230,abc,online,food,7.0,Credit,UAE,-5,,1
TXN101231,7332.99,ONLINE,food,93.0,Debit,usa,19,mobile,1
TXN101232,14110.71,POS,electronics,19.0,Debit,UAE,17,,1
TXN101233,87.11,ATM,travel,9.0,CREDIT,UAE,-5,mobile,1
TXN101234,abc,ATM,groceries,,CREDIT,india,17,,0
TXN101235,13834.41,pos,entertainment,,credit,UK,26,mobile,1
TXN101236,631.09,Online,Electronics,86.0,Debit,canada,25,,0
TXN101237,10904.3,pos,food,,debit,UAE,21,,1
TXN101238,abc,online,food,25.0,debit,India,26,,0
TXN101239,,ONLINE,grocry,,Credit,india,-5,POS,0
TXN101240,8763.15,ATM,travel,77.0,CREDIT,UAE,16,,1
TXN101241,22.36,POS,electronics,6.0,debit,india,17,,1
TXN101242,14601.54,ONLINE,food,52.0,debit,UK,8,,1
TXN101243,,online,grocry,5.0,credit,India,11,web,1
TXN101244,6079.6,POS,food,1.0,Credit,USA,28,mobile,1
TXN101245,603.91,Online,Travel,,Credit,india,-1,POS,0
TXN101246,abc,ONLINE,groceries,,credit,UAE,23,,0
TXN101247,194.53,pos,groceries,7.0,credit,india,-2,,1
TXN101248,6045.86,ONLINE,electronics,,CREDIT,canada,19,,1
TXN101249,,ONLINE,food,86.0,CREDIT,india,10,,0
TXN101250,10991.08,online,entertainment,41.0,CREDIT,usa,-2,mobile,1
TXN101251,,Online,food,4.0,credit,india,10,,1
TXN101252,abc,Online,travel,10.0,credit,india,-2,,1
TXN101253,,online,Travel,7.0,credit,india,-2,,1
TXN101254,1135.62,pos,entertainment,5.0,Credit,USA,-4,POS,1
TXN101255,13758.86,ATM,electronics,90.0,credit,usa,28,POS,1
TXN101256,,Online,electronics,87.0,Credit,UAE,29,,0
TXN101257,abc,pos,grocry,42.0,Credit,india,-5,,0
TXN101258,,online,groceries,66.0,debit,canada,15,web,0
TXN101259,abc,POS,groceries,5.0,debit,india,5,mobile,1
TXN101260,abc,Online,entertainment,91.0,Debit,canada,27,POS,0
TXN101261,abc,ONLINE,electronics,3.0,Debit,Canada,-3,mobile,1
TXN101262,abc,ONLINE,Travel,8.0,Credit,usa,3,,1
TXN101263,,ATM,grocry,8.0,Credit,india,20,mobile,1
TXN101264,,ATM,electronics,92.0,credit,USA,-1,web,0
TXN101265,7549.3,online,food,4.0,CREDIT,India,10,mobile,1
TXN101266,1287.47,pos,grocry,,Debit,india,-5,POS,0
TXN101267,abc,ATM,Travel,34.0,Debit,India,17,,0
TXN101268,906.14,online,Travel,10.0,Debit,UAE,-1,,1
TXN101269,,pos,electronics,85.0,CREDIT,UAE,-4,mobile,0
TXN101270,9494.14,ONLINE,food,,CREDIT,UK,25,web,1
TXN101271,6627.34,Online,grocry,,credit,canada,5,,1
TXN101272,14241.54,Online,electronics,25.0,Credit,India,5,,1
TXN101273,581.98,online,groceries,,debit,usa,-1,web,0
TXN101274,abc,online,Electronics,89.0,Credit,usa,18,,0
TXN101275,12830.38,Online,Travel,94.0,credit,USA,0,,1
TXN101276,9042.78,online,Travel,,debit,usa,10,,1
TXN101277,,POS,travel,,CREDIT,india,2,POS,1
TXN101278,abc,online,food,,credit,USA,11,,0
TXN101279,7023.02,POS,food,,credit,India,28,,1
TXN101280,,pos,entertainment,86.0,credit,Canada,-2,,0
TXN101281,,online,Electronics,1.0,debit,Canada,28,web,1
TXN101282,573.31,pos,groceries,10.0,credit,UAE,-3,mobile,1
TXN101283,693.55,ATM,electronics,5.0,credit,usa,-1,mobile,1
TXN101284,10922.21,POS,travel,,CREDIT,usa,30,POS,1
TXN101285,8664.41,online,Travel,,credit,Canada,13,,1
TXN101286,abc,POS,groceries,63.0,credit,canada,-3,mobile,0
TXN101287,7112.72,ONLINE,entertainment,87.0,CREDIT,USA,27,,1
TXN101288,,Online,grocry,,Debit,Canada,0,POS,1
TXN101289,1414.74,online,grocry,6.0,debit,usa,21,,1
TXN101290,abc,Online,entertainment,10.0,credit,USA,-5,,1
TXN101291,,ONLINE,grocry,94.0,Debit,Canada,25,web,0
TXN101292,,pos,Electronics,7.0,Debit,india,8,,1
TXN101293,5880.91,POS,Electronics,69.0,Credit,usa,1,web,1
TXN101294,,Online,electronics,8.0,CREDIT,UAE,8,POS,1
TXN101295,1307.68,POS,travel,80.0,debit,UAE,6,POS,0
TXN101296,14309.49,pos,travel,3.0,debit,india,12,POS,1
TXN101297,,ONLINE,groceries,92.0,CREDIT,usa,11,,0
TXN101298,278.24,pos,Travel,75.0,debit,india,29,mobile,0
TXN101299,1334.78,online,entertainment,67.0,Debit,USA,-3,,0
TXN101300,5539.83,Online,groceries,10.0,CREDIT,india,22,mobile,1
TXN101301,11668.61,POS,Travel,68.0,credit,UK,-5,mobile,1
TXN101302,13628.24,ONLINE,travel,46.0,debit,india,-2,web,1
TXN101303,1267.56,ONLINE,Travel,59.0,credit,USA,29,web,0
TXN101304,1454.9,Online,grocry,5.0,credit,India,28,POS,1
TXN101305,101.29,Online,Travel,10.0,Debit,Canada,26,,1
TXN101306,,online,groceries,21.0,credit,canada,30,mobile,0
TXN101307,,POS,travel,92.0,Credit,India,-4,POS,0
TXN101308,abc,Online,groceries,,debit,UK,10,web,0
TXN101309,951.16,POS,Electronics,6.0,debit,UK,27,POS,1
TXN101310,5611.48,ATM,electronics,89.0,credit,usa,0,,1
TXN101311,5463.95,online,food,50.0,Credit,usa,-2,web,1
TXN101312,1192.89,ONLINE,Travel,,CREDIT,UK,28,,0
TXN101313,,online,Electronics,4.0,credit,UK,26,web,1
TXN101314,,online,electronics,18.0,CREDIT,UK,7,web,0
TXN101315,650.02,ATM,electronics,22.0,Debit,UAE,-5,,0
TXN101316,146.22,pos,food,90.0,Debit,usa,26,,0
TXN101317,1036.95,POS,groceries,1.0,debit,India,27,web,1
TXN101318,10818.84,pos,travel,39.0,Debit,UK,5,mobile,1
TXN101319,abc,pos,electronics,4.0,credit,india,-3,POS,1
TXN101320,983.98,online,food,6.0,credit,UK,23,web,1
TXN101321,7769.98,Online,electronics,92.0,Credit,usa,7,mobile,1
TXN101322,1348.27,POS,Travel,91.0,debit,India,26,,0
TXN101323,,POS,Travel,10.0,Credit,usa,21,,1
TXN101324,139.04,POS,travel,10.0,Debit,India,3,,1
TXN101325,,POS,electronics,10.0,credit,canada,15,POS,1
TXN101326,,POS,entertainment,1.0,debit,UK,-1,POS,1
TXN101327,abc,ONLINE,travel,,debit,India,21,web,0
TXN101328,abc,ATM,food,8.0,Credit,canada,4,mobile,1
TXN101329,6468.58,POS,electronics,95.0,CREDIT,UK,30,mobile,1
TXN101330,803.03,ATM,food,27.0,Debit,canada,25,POS,0
TXN101331,abc,POS,electronics,74.0,CREDIT,India,7,mobile,0
TXN101332,1214.33,ATM,Travel,,credit,Canada,-3,,0
TXN101333,abc,POS,Travel,91.0,CREDIT,India,-4,,0
TXN101334,,POS,food,2.0,CREDIT,UK,-4,POS,1
TXN101335,38.08,pos,Travel,77.0,CREDIT,UK,-1,POS,0
TXN101336,,Online,grocry,,CREDIT,UK,30,,0
TXN101337,,online,travel,5.0,Credit,UK,-5,POS,1
TXN101338,,pos,food,32.0,credit,USA,27,POS,0
TXN101339,1380.03,online,Travel,64.0,Debit,india,-4,POS,0
TXN101340,,ONLINE,travel,72.0,debit,India,30,mobile,0
TXN101341,abc,ATM,electronics,,Credit,canada,12,web,0
TXN101342,704.71,ATM,groceries,,Debit,usa,26,,0
TXN101343,989.14,Online,entertainment,72.0,CREDIT,UK,10,mobile,0
TXN101344,11042.15,pos,grocry,67.0,debit,UK,1,,1
TXN101345,8510.64,pos,food,1.0,Debit,UAE,25,POS,1
TXN101346,8522.49,Online,electronics,,Credit,India,16,mobile,1
TXN101347,13528.64,ONLINE,Electronics,,credit,Canada,1,mobile,1
TXN101348,9591.15,POS,entertainment,2.0,Credit,canada,-5,mobile,1
TXN101349,5997.77,pos,electronics,,CREDIT,india,-2,,1
TXN101350,6310.24,Online,electronics,27.0,credit,india,26,,1
TXN101351,13156.87,Online,Travel,1.0,Debit,Canada,6,,1
TXN101352,,Online,grocry,72.0,CREDIT,canada,21,web,0
TXN101353,11690.02,pos,travel,95.0,Credit,USA,-5,web,1
TXN101354,abc,ATM,food,92.0,debit,usa,-3,mobile,0
TXN101355,545.49,Online,grocry,91.0,credit,usa,-3,POS,0
TXN101356,30.28,pos,food,94.0,debit,UAE,-4,mobile,0
TXN101357,5181.6,POS,electronics,,credit,UK,-5,mobile,1
TXN101358,,pos,food,,debit,USA,18,mobile,0
TXN101359,,Online,grocry,10.0,debit,canada,-5,,1
TXN101360,,ATM,food,4.0,Debit,india,6,,1
TXN101361,abc,Online,Electronics,3.0,credit,usa,-5,,1
TXN101362,abc,pos,entertainment,69.0,credit,USA,-2,,0
TXN101363,,POS,food,,CREDIT,usa,-4,,0
TXN101364,abc,online,groceries,90.0,Credit,UAE,28,,0
TXN101365,10650.46,POS,entertainment,95.0,Credit,canada,7,POS,1
TXN101366,12190.16,ONLINE,Travel,3.0,debit,canada,-4,web,1
TXN101367,abc,pos,Travel,90.0,debit,canada,-3,POS,0
TXN101368,abc,online,travel,2.0,Debit,India,26,,1
TXN101369,abc,POS,travel,9.0,Credit,India,26,,1
TXN101370,12229.5,pos,travel,24.0,credit,UAE,4,mobile,1
TXN101371,,ONLINE,travel,9.0,CREDIT,canada,27,web,1
TXN101372,6256.61,online,groceries,,CREDIT,canada,29,web,1
TXN101373,13229.61,ATM,Travel,3.0,debit,Canada,28,,1
TXN101374,abc,ATM,entertainment,,credit,India,-3,,0
TXN101375,abc,POS,food,2.0,Debit,Canada,1,web,1
TXN101376,6575.71,online,Electronics,92.0,Credit,india,13,mobile,1
TXN101377,,pos,food,68.0,Debit,Canada,-4,,0
TXN101378,14592.63,ATM,grocry,92.0,credit,UAE,-4,web,1
TXN101379,5584.45,pos,Travel,1.0,Debit,india,13,,1
TXN101380,12298.33,Online,Electronics,9.0,credit,UK,-4,,1
TXN101381,1487.3,Online,groceries,,debit,UAE,-5,,0
TXN101382,,POS,electronics,94.0,CREDIT,India,-5,POS,0
TXN101383,5782.42,Online,travel,8.0,credit,India,8,,1
TXN101384,447.53,online,entertainment,3.0,CREDIT,USA,27,,1
TXN101385,,ATM,grocry,,CREDIT,india,28,web,0
TXN101386,abc,ATM,Electronics,,Credit,Canada,16,POS,0
TXN101387,abc,POS,food,89.0,Debit,UK,25,web,0
TXN101388,679.8,Online,grocry,26.0,credit,UAE,25,POS,0
TXN101389,1473.87,ATM,grocry,92.0,credit,India,19,,0
TXN101390,abc,Online,Travel,65.0,Credit,UK,27,POS,0
TXN101391,10575.56,Online,groceries,5.0,credit,canada,-2,POS,1
TXN101392,11460.49,Online,groceries,9.0,CREDIT,india,9,POS,1
TXN101393,abc,online,travel,47.0,CREDIT,canada,24,POS,0
TXN101394,,ONLINE,electronics,7.0,Credit,Canada,13,,1
TXN101395,9741.65,Online,Travel,,credit,canada,11,,1
TXN101396,11541.2,Online,travel,,Credit,USA,-1,,1
TXN101397,,ATM,electronics,87.0,Credit,USA,-2,POS,0
TXN101398,abc,online,Electronics,31.0,credit,india,18,web,0
TXN101399,11423.66,Online,grocry,86.0,CREDIT,usa,22,,1
TXN101400,,ONLINE,groceries,86.0,CREDIT,USA,12,mobile,0
TXN101401,,POS,entertainment,93.0,debit,canada,-2,mobile,0
TXN101402,12242.2,ONLINE,electronics,,Credit,UK,2,POS,1
TXN101403,5454.72,pos,travel,86.0,debit,usa,30,,1
TXN101404,abc,pos,grocry,3.0,credit,USA,-4,,1
TXN101405,11881.89,ATM,groceries,1.0,Credit,Canada,6,mobile,1
TXN101406,abc,Online,travel,33.0,CREDIT,UK,25,,0
TXN101407,,POS,food,8.0,Credit,UK,30,,1
TXN101408,11731.75,Online,entertainment,93.0,credit,canada,5,web,1
TXN101409,653.91,online,grocry,3.0,Credit,India,22,,1
TXN101410,12310.9,ONLINE,electronics,,CREDIT,USA,-2,mobile,1
TXN101411,abc,pos,electronics,18.0,CREDIT,India,-1,,0
TXN101412,,pos,grocry,10.0,Debit,india,25,mobile,1
TXN101413,13219.09,ATM,food,,Credit,Canada,-5,,1
TXN101414,11167.43,ONLINE,Travel,,credit,UAE,25,,1
TXN101415,,Online,food,45.0,debit,canada,15,,0
TXN101416,,ONLINE,Travel,94.0,debit,india,25,,0
TXN101417,,Online,travel,93.0,Credit,canada,28,mobile,0
TXN101418,1495.88,ONLINE,travel,1.0,Debit,canada,0,mobile,1
TXN101419,,online,food,43.0,credit,UK,-1,POS,0
TXN101420,782.52,pos,Electronics,,CREDIT,India,-1,POS,0
TXN101421,1250.94,pos,Travel,4.0,debit,Canada,0,mobile,1
TXN101422,,online,Travel,85.0,debit,india,26,web,0
TXN101423,abc,POS,entertainment,,credit,usa,-2,mobile,0
TXN101424,11310.23,POS,Travel,2.0,CREDIT,india,25,,1
TXN101425,abc,ATM,Travel,,CREDIT,UK,9,web,0
TXN101426,,POS,electronics,7.0,Credit,usa,19,web,1
TXN101427,abc,POS,groceries,,debit,india,-3,POS,0
TXN101428,abc,Online,grocry,4.0,CREDIT,USA,-5,POS,1
TXN101429,7181.61,ATM,groceries,4.0,Credit,usa,25,web,1
TXN101430,9633.14,POS,travel,88.0,Debit,Canada,-3,web,1
TXN101431,11685.93,ATM,Travel,,credit,Canada,15,,1
TXN101432,104.51,pos,groceries,41.0,CREDIT,UAE,-3,web,0
TXN101433,abc,Online,travel,46.0,debit,usa,26,,0
TXN101434,7599.57,online,Travel,32.0,Credit,India,-1,mobile,1
TXN101435,5686.48,Online,electronics,,Debit,UK,17,,1
TXN101436,abc,pos,food,29.0,CREDIT,UK,-2,,0
TXN101437,abc,ATM,Electronics,48.0,Debit,usa,-2,web,0
TXN101438,,online,entertainment,,Debit,usa,-4,web,0
TXN101439,,ATM,food,34.0,credit,usa,28,POS,0
TXN101440,10774.39,ATM,Travel,,Debit,india,-4,,1
TXN101441,abc,pos,entertainment,6.0,Debit,Canada,29,,1
TXN101442,526.05,pos,groceries,,Debit,UAE,28,mobile,0
TXN101443,7992.4,ATM,entertainment,75.0,CREDIT,india,8,POS,1
TXN101444,,Online,food,80.0,Credit,India,25,,0
TXN101445,515.87,online,Electronics,57.0,CREDIT,Canada,18,,0
TXN101446,13664.66,online,entertainment,85.0,CREDIT,UK,27,web,1
TXN101447,335.41,ATM,Travel,65.0,debit,USA,21,,0
TXN101448,34.86,pos,Electronics,68.0,Credit,UK,18,POS,0
TXN101449,,online,groceries,62.0,Debit,usa,1,web,1
TXN101450,12146.34,POS,grocry,,Credit,canada,12,web,1
TXN101451,,pos,Electronics,31.0,credit,Canada,-3,mobile,0
TXN101452,,ATM,Electronics,,Credit,UAE,-4,mobile,0
TXN101453,,ATM,groceries,3.0,debit,UAE,5,,1
TXN101454,,POS,groceries,4.0,Debit,usa,12,,1
TXN101455,,ONLINE,Electronics,95.0,debit,india,1,web,1
TXN101456,10468.63,POS,Electronics,,debit,India,30,mobile,1
TXN101457,abc,POS,grocry,88.0,Credit,USA,18,,0
TXN101458,745.47,pos,electronics,93.0,Debit,UAE,-3,mobile,0
TXN101459,abc,pos,entertainment,,CREDIT,India,30,,0
TXN101460,,ONLINE,groceries,30.0,Debit,UAE,-1,POS,0
TXN101461,7224.45,Online,food,36.0,CREDIT,usa,7,,1
TXN101462,abc,Online,food,1.0,debit,UK,11,mobile,1
TXN101463,5678.2,Online,grocry,95.0,debit,UAE,-5,mobile,1
TXN101464,,ATM,travel,10.0,CREDIT,Canada,7,mobile,1
TXN101465,abc,online,electronics,,credit,UAE,26,,0
TXN101466,311.01,POS,travel,87.0,credit,india,-4,mobile,0
TXN101467,166.28,online,Electronics,,credit,canada,6,web,0
TXN101468,9486.51,online,electronics,85.0,Credit,canada,24,POS,1
TXN101469,298.91,online,Travel,94.0,credit,USA,3,POS,1
TXN101470,1433.2,online,entertainment,31.0,Credit,USA,20,mobile,0
TXN101471,,pos,groceries,65.0,debit,UAE,4,POS,1
TXN101472,abc,ATM,food,68.0,Debit,UK,17,,0
TXN101473,388.97,Online,Electronics,5.0,Credit,Canada,-5,mobile,1
TXN101474,abc,online,electronics,94.0,CREDIT,UAE,27,mobile,0
TXN101475,abc,ONLINE,grocry,,credit,UAE,29,mobile,0
TXN101476,abc,ONLINE,Travel,55.0,debit,USA,24,mobile,0
TXN101477,482.91,Online,food,,CREDIT,UAE,30,,0
TXN101478,194.72,online,travel,37.0,Debit,India,24,mobile,0
TXN101479,9906.96,online,food,,Debit,India,29,web,1
TXN101480,12854.23,ONLINE,travel,,credit,UK,28,,1
TXN101481,9316.93,ATM,groceries,2.0,debit,UK,0,web,1
TXN101482,1143.24,online,food,,Credit,usa,24,,0
TXN101483,859.75,online,travel,25.0,Debit,usa,30,web,0
TXN101484,,Online,entertainment,,Debit,USA,28,POS,0
TXN101485,453.8,pos,food,5.0,credit,USA,30,,1
TXN101486,,online,grocry,64.0,credit,usa,29,,0
TXN101487,abc,pos,electronics,10.0,credit,India,30,mobile,1
TXN101488,7034.53,ONLINE,food,92.0,debit,india,-1,,1
TXN101489,650.75,online,groceries,53.0,Credit,usa,22,web,0
TXN101490,abc,online,electronics,79.0,Debit,Canada,-5,POS,0
TXN101491,abc,ATM,Electronics,5.0,CREDIT,UAE,0,web,1
TXN101492,14924.9,pos,Travel,,credit,UK,26,mobile,1
TXN101493,,online,groceries,8.0,Credit,USA,8,mobile,1
TXN101494,10615.58,POS,grocry,2.0,Credit,canada,2,mobile,1
TXN101495,abc,online,entertainment,91.0,Credit,india,9,POS,0
TXN101496,,POS,Electronics,72.0,credit,usa,-4,,0
TXN101497,12985.5,ATM,travel,3.0,CREDIT,canada,27,web,1
TXN101498,248.96,ATM,electronics,8.0,debit,UAE,-1,,1
TXN101499,,Online,electronics,,debit,UAE,30,POS,0
TXN101500,13298.69,pos,groceries,58.0,credit,canada,26,,1
TXN101501,8013.37,Online,Electronics,88.0,credit,india,-2,,1
TXN101502,232.78,ONLINE,food,94.0,Credit,Canada,8,mobile,0
TXN101503,abc,ONLINE,grocry,,Credit,usa,16,mobile,0
TXN101504,abc,Online,Travel,10.0,credit,india,18,,1
TXN101505,610.7,ONLINE,grocry,2.0,credit,UK,25,POS,1
TXN101506,12262.07,online,grocry,85.0,Debit,canada,0,mobile,1
TXN101507,,online,groceries,3.0,credit,UAE,28,mobile,1
TXN101508,124.87,online,Electronics,8.0,credit,UAE,-5,,1
TXN101509,625.34,ATM,food,74.0,Debit,india,-1,,0
TXN101510,abc,online,grocry,92.0,Credit,Canada,16,mobile,0
TXN101511,,pos,groceries,48.0,Credit,UAE,-2,mobile,0
TXN101512,,Online,electronics,,CREDIT,UAE,15,,0
TXN101513,,POS,grocry,87.0,Debit,USA,-1,,0
TXN101514,1301.36,Online,travel,5.0,Credit,canada,5,,1
TXN101515,,pos,food,92.0,debit,UAE,-2,POS,0
TXN101516,104.11,Online,Travel,86.0,credit,usa,13,,0
TXN101517,113.69,Online,Electronics,95.0,Credit,india,28,web,0
TXN101518,abc,pos,grocry,85.0,credit,canada,19,POS,0
TXN101519,1287.94,ONLINE,grocry,,CREDIT,canada,25,,0
TXN101520,1294.44,online,groceries,86.0,debit,canada,27,,0
TXN101521,1181.92,ONLINE,entertainment,90.0,credit,UK,-5,POS,0
TXN101522,abc,pos,entertainment,90.0,CREDIT,UK,30,,0
TXN101523,,online,electronics,91.0,CREDIT,canada,14,POS,0
TXN101524,,Online,groceries,70.0,CREDIT,canada,28,web,0
TXN101525,12226.6,online,entertainment,38.0,Credit,UAE,-5,,1
TXN101526,12056.78,POS,groceries,87.0,CREDIT,canada,21,,1
TXN101527,abc,online,entertainment,7.0,credit,UAE,20,web,1
TXN101528,5675.98,ONLINE,Electronics,,debit,UK,11,,1
TXN101529,,pos,groceries,,Debit,India,-5,POS,0
TXN101530,abc,online,electronics,,credit,Canada,-2,mobile,0
TXN101531,abc,POS,entertainment,,debit,Canada,-3,mobile,0
TXN101532,13626.55,pos,travel,3.0,debit,UK,14,web,1
TXN101533,,online,grocry,92.0,debit,canada,19,,0
TXN101534,12794.38,pos,Travel,,Debit,India,1,,1
TXN101535,5078.64,Online,groceries,75.0,credit,india,-2,mobile,1
TXN101536,95.52,POS,entertainment,74.0,debit,India,26,mobile,0
TXN101537,7912.05,Online,electronics,87.0,CREDIT,canada,18,,1
TXN101538,,POS,Electronics,9.0,Debit,USA,-2,POS,1
TXN101539,abc,online,Electronics,10.0,debit,UK,15,web,1
TXN101540,,Online,Travel,,credit,UK,-2,POS,0
TXN101541,9536.17,pos,travel,,CREDIT,Canada,0,,1
TXN101542,1289.45,POS,entertainment,7.0,credit,USA,21,,1
TXN101543,74.45,ONLINE,travel,74.0,CREDIT,india,24,web,0
TXN101544,6568.77,Online,Electronics,1.0,CREDIT,usa,-4,POS,1
TXN101545,519.36,pos,Electronics,39.0,Credit,canada,30,,0
TXN101546,12833.68,Online,Electronics,3.0,debit,UK,18,,1
TXN101547,10643.31,online,electronics,71.0,Credit,USA,30,,1
TXN101548,13745.66,online,grocry,,Credit,usa,26,POS,1
TXN101549,420.39,POS,electronics,56.0,Debit,India,14,,0
TXN101550,203.0,ATM,Electronics,8.0,debit,UK,-3,web,1
TXN101551,,ONLINE,food,,credit,UAE,24,,0
TXN101552,abc,ONLINE,electronics,1.0,credit,usa,-4,POS,1
TXN101553,5940.87,ATM,electronics,24.0,CREDIT,India,-5,,1
TXN101554,9609.95,ONLINE,entertainment,90.0,Credit,UK,2,POS,1
TXN101555,944.28,pos,electronics,,debit,USA,-2,,0
TXN101556,7089.7,Online,food,40.0,Credit,Canada,-1,,1
TXN101557,abc,ATM,Travel,9.0,Debit,UK,-2,web,1
TXN101558,abc,POS,entertainment,87.0,CREDIT,India,-3,mobile,0
TXN101559,8917.9,Online,electronics,73.0,Debit,UK,-2,,1
TXN101560,abc,Online,groceries,3.0,CREDIT,usa,9,,1
TXN101561,,POS,electronics,8.0,debit,canada,-3,mobile,1
TXN101562,8613.07,Online,grocry,48.0,credit,India,24,mobile,1
TXN101563,7456.1,pos,electronics,,credit,usa,18,mobile,1
TXN101564,5212.68,POS,entertainment,,CREDIT,canada,3,,1
TXN101565,,ONLINE,Electronics,63.0,credit,Canada,7,POS,0
TXN101566,,ATM,electronics,72.0,Credit,India,24,,0
TXN101567,,ONLINE,electronics,,CREDIT,india,9,,0
TXN101568,,pos,Travel,,Credit,india,25,mobile,0
TXN101569,1229.09,POS,Travel,,credit,usa,28,web,0
TXN101570,262.79,Online,travel,92.0,CREDIT,india,2,POS,1
TXN101571,12809.05,pos,food,54.0,Credit,Canada,26,web,1
TXN101572,,pos,groceries,8.0,Debit,canada,24,mobile,1
TXN101573,abc,Online,Travel,92.0,Credit,usa,-3,,0
TXN101574,907.09,pos,Electronics,86.0,debit,USA,30,,0
TXN101575,,pos,travel,35.0,debit,canada,-1,POS,0
TXN101576,,POS,electronics,,Debit,usa,11,,0
TXN101577,562.29,online,electronics,46.0,credit,india,-5,,0
TXN101578,7900.56,ONLINE,food,85.0,credit,India,-4,,1
TXN101579,890.25,POS,entertainment,8.0,credit,canada,15,web,1
TXN101580,,pos,travel,67.0,Debit,UAE,-1,web,0
TXN101581,756.06,POS,entertainment,,Credit,india,29,,0
TXN101582,,POS,groceries,95.0,credit,india,18,,0
TXN101583,,ATM,grocry,,credit,canada,12,mobile,0
TXN101584,606.32,POS,Electronics,10.0,Debit,usa,30,web,1
TXN101585,,ATM,Travel,,credit,UAE,-5,POS,0
TXN101586,abc,Online,groceries,10.0,credit,India,29,,1
TXN101587,abc,pos,food,1.0,credit,Canada,17,POS,1
TXN101588,11072.58,ONLINE,Electronics,9.0,credit,UK,27,,1
TXN101589,171.91,POS,food,5.0,credit,Canada,20,mobile,1
TXN101590,13509.14,ATM,grocry,,credit,usa,15,,1
TXN101591,948.06,Online,groceries,50.0,debit,UK,12,,0
TXN101592,abc,ONLINE,Travel,66.0,debit,UK,29,POS,0
TXN101593,,ATM,travel,23.0,debit,usa,23,web,0
TXN101594,9061.45,online,groceries,3.0,Debit,usa,14,,1
TXN101595,abc,ONLINE,travel,,Credit,india,-1,mobile,0
TXN101596,abc,ATM,electronics,95.0,Credit,canada,19,web,0
TXN101597,9585.29,online,electronics,,debit,USA,27,,1
TXN101598,abc,Online,food,38.0,CREDIT,Canada,26,mobile,0
TXN101599,abc,ONLINE,groceries,91.0,Debit,UK,30,,0
TXN101600,abc,ONLINE,food,3.0,Credit,canada,-2,,1
TXN101601,,ONLINE,grocry,94.0,Debit,UAE,25,mobile,0
TXN101602,,Online,electronics,7.0,credit,canada,-2,,1
TXN101603,abc,POS,electronics,10.0,Credit,Canada,-2,,1
TXN101604,,pos,electronics,85.0,credit,India,8,,0
TXN101605,13074.79,online,Travel,10.0,Debit,usa,4,mobile,1
TXN101606,abc,online,entertainment,77.0,CREDIT,India,29,mobile,0
TXN101607,6182.09,pos,entertainment,,Credit,USA,-1,POS,1
TXN101608,8837.44,ATM,electronics,1.0,credit,UK,7,mobile,1
TXN101609,,POS,grocry,,Credit,USA,27,web,0
TXN101610,abc,Online,groceries,,credit,canada,18,POS,0
TXN101611,5067.28,ONLINE,entertainment,87.0,Credit,usa,27,,1
TXN101612,477.04,online,entertainment,8.0,credit,UAE,-5,mobile,1
TXN101613,12617.95,online,electronics,62.0,Debit,India,16,,1
TXN101614,7982.7,ONLINE,travel,35.0,CREDIT,UAE,27,,1
