transaction_id,amount,customer_age,hour,transaction_type,merchant_category,card_type,country,device,is_fraud
TXN101260,37.6,43.0,19,purchase,,credit,Ethiopia,mobile,0
TXN101261,191.68,50.0,18,transfer,telecom,credit,Somalia,web,0
TXN101262,44.59,54.0,7,transfer,electronics,credit,Kenya,WEB,0
TXN101263,72.88,65.0,13,cash_withdrawal,grocery,debit,Ethiopia,Mobile,0
TXN101264,1.4,32.0,9,cash_withdrawal,grocery,credit,Somalia,web,0
TXN101265,9.02,19.0,2,purchase,telecom,debit,Somalia,mobile ,no
TXN101266,59.81,58.0,5,cash_withdrawal,grocery,debit,Somalia,web,0
TXN101267,78.46,24.0,14,cash_withdrawal,grocery,debit,Kenya,mobile,0
TXN101268,109.96,49.0,22,purchase,grocery,debit,Somalia,mobile,0
TXN101269,41.38,21.0,22,transfer,grocery,credit,Kenya,web,0
TXN101270,142.49,37.0,17,transfer,,credit,Somalia,web,0
TXN101271,236.04,67.0,13,purchase,electronics,debit,Somalia,web,0
TXN101272,181.61,70.0,18,purchase,electronics,credit,Djibouti,web,0
TXN101273,4.85,53.0,9,purchase,travel,credit,Somalia,mobile,0
TXN101274,78.59,,14,purchase,grocery,debit,Somalia,web,0
TXN101275,13.3,45.0,3,purchase,electronics,debit,Somalia,web,0
TXN101276,33.26,30.0,22,purchase,electronics,debit,Kenya,,no
TXN101277,518.06,18.0,1,cash_withdrawal,electronics,credit,Somalia,web,0
TXN101278,18.45,73.0,2,cash_withdrawal,telecom,debit,Somalia,mobile,no
TXN101279,82.91,52.0,6,cash_withdrawal,travel,debit,Djibouti,web,0
TXN101280,115.53,65.0,22,transfer,telecom,credit,Somalia,WEB,0
TXN101281,145.47,47.0,15,purchase,telecom,credit,Somalia,web,0
TXN101282,98.42,71.0,9,purchase,travel,credit,Somalia,web,0
TXN101283,1.18,,18,cash_withdrawal,electronics,credit,Somalia,mobile,0
TXN101284,47.43,74.0,16,transfer,telecom,credit,Somalia,mobile,0
TXN101285,87.51,,18,cash_withdrawal,electronics,credit,Kenya,mobile,0
TXN101286,11.04,42.0,4,purchase,telecom,credit,Djibouti,mobile,0
TXN101287,51.81,33.0,22,purchase,electronics,credit,Somalia,mobile,0
TXN101288,4.05,36.0,19,cash_withdrawal,grocery,debit,Kenya,web,0
TXN101289,9.82,18.0,12,cash_withdrawal,grocery,credit,Somalia,web,0
TXN101290,60.69,22.0,12,purchase,,debit,Kenya,mobile,0
TXN101291,17.09,68.0,10,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN101292,100.59,39.0,10,purchase,grocery,credit,Somalia,,0
TXN101293,140.34,41.0,15,cash_withdrawal,,debit,Somalia,web,0
TXN101294,193.49,60.0,14,transfer,electronics,credit,Somalia,web,0
TXN101295,26.8,62.0,16,purchase,,debit,Kenya,mobile,0
TXN101296,22.0,69.0,21,transfer,electronics,credit,Kenya,web,0
TXN101297,13.25,54.0,17,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN101298,121.41,70.0,18,transfer,telecom,debit,Ethiopia,web,0
TXN101299,147.1,53.0,3,cash_withdrawal,electronics,credit,Somalia,mobile,0
TXN101300,3.85,,21,transfer,telecom,debit,Kenya,mobile,0
TXN101301,330.26,21.0,21,transfer,telecom,debit,Somalia,web,0
TXN101302,6.4,53.0,22,transfer,electronics,credit,Somalia,web,0
TXN101303,93.52,69.0,4,purchase,electronics,credit,Somalia,mobile,no
TXN101304,148.16,70.0,6,transfer,,debit,Somalia,mobile,0
TXN101305,245.72,35.0,1,cash_withdrawal,telecom,credit,Somalia,web,0
TXN101306,150.25,67.0,0,cash_withdrawal,travel,debit,Kenya,web,0
TXN101307,194.17,33.0,11,purchase,telecom,debit,Kenya,mobile,0
TXN101308,49.76,58.0,9,purchase,,debit,Kenya,mobile,0
TXN101309,202.37,35.0,7,cash_withdrawal,electronics,credit,Ethiopia,mobile,0
TXN101310,10.02,39.0,0,transfer,telecom,credit,Ethiopia,mobile,0
TXN101311,1950.4960418800822,19.0,1,cash_withdrawal,electronics,debit,Kenya,web,1
TXN101312,95.18,38.0,1,purchase,travel,debit,Kenya,web,0
TXN101313,203.99,53.0,9,purchase,travel,debit,Somalia,WEB,0
TXN101314,72.25,61.0,21,cash_withdrawal,telecom,credit,Ethiopia,mobile,0
TXN101315,123.8,56.0,16,transfer,telecom,debit,Ethiopia,mobile,0
TXN101316,89.69,64.0,2,transfer,telecom,credit,Somalia,web,0
TXN101317,157.83,56.0,6,purchase,telecom,debit,Somalia,mobile,0
TXN101318,10.22,46.0,11,cash_withdrawal,grocery,debit,Ethiopia,web,0
TXN101319,7.47,71.0,7,cash_withdrawal,grocery,debit,Somalia,web,0
TXN101320,34.06,43.0,19,purchase,electronics,debit,Somalia,mobile,0
TXN101321,20.86,38.0,11,cash_withdrawal,travel,credit,Somalia,,0
TXN101322,246.48,34.0,2,purchase,travel,credit,Somalia,mobile,0
TXN101323,29.69,33.0,16,transfer,electronics,credit,Somalia,web,0
TXN101324,446.89,48.0,8,transfer,electronics,credit,Somalia,web,0
TXN101325,49.3,,9,cash_withdrawal,,credit,Somalia,mobile,0
TXN101326,24.12,26.0,21,transfer,grocery,debit,Ethiopia,mobile,0
TXN101327,187.11,48.0,5,transfer,electronics,credit,Somalia,mobile,0
TXN101328,129.0,31.0,0,purchase,travel,credit,Somalia,web,0
TXN101329,82.75,,21,purchase,electronics,credit,Somalia,mobile,0
TXN101330,97.26,54.0,11,cash_withdrawal,,credit,Somalia,web,0
TXN101331,152.41,19.0,4,purchase,travel,debit,Djibouti,mobile,0
TXN101332,31.12,69.0,12,cash_withdrawal,,debit,Ethiopia,Mobile,0
TXN101333,673.04,65.0,14,cash_withdrawal,travel,debit,Somalia,web,0
TXN101334,441.68,63.0,21,purchase,grocery,credit,Somalia,web,0
TXN101335,126.09,31.0,10,transfer,grocery,debit,Kenya,web,0
TXN101336,26.71,50.0,7,transfer,travel,debit,Somalia,web,0
TXN101337,136.82,52.0,4,transfer,telecom,credit,Somalia,web,0
TXN101338,8.99,56.0,1,transfer,travel,credit,Somalia,web,0
TXN101339,3.74,64.0,11,cash_withdrawal,grocery,credit,Djibouti,mobile ,0
TXN101340,35.76,68.0,1,transfer,telecom,debit,Somalia,web,0
TXN101341,74.53,37.0,15,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN101342,243.24,19.0,20,purchase,grocery,debit,Somalia,mobile,0
TXN101343,155.87,68.0,2,purchase,,debit,Somalia,Mobile,0
TXN101344,162.9,58.0,9,cash_withdrawal,electronics,debit,Kenya,web,0
TXN101345,66.51,36.0,18,transfer,electronics,debit,Somalia,web,0
TXN101346,50.95,54.0,7,cash_withdrawal,,debit,Ethiopia,web,0
TXN101347,55.64,35.0,6,transfer,electronics,credit,Somalia,mobile,0
TXN101348,527.29,33.0,0,transfer,grocery,debit,Somalia,mobile,0
TXN101349,4.91,21.0,11,cash_withdrawal,telecom,debit,Somalia,web,0
TXN101350,242.12,29.0,4,cash_withdrawal,travel,debit,Kenya,mobile,0
TXN101351,103.72,46.0,15,transfer,telecom,debit,Somalia,web,0
TXN101352,69.28,5.0,3,cash_withdrawal,telecom,debit,Somalia,Web,0
TXN101353,155.03,31.0,16,transfer,,credit,Kenya,web,0
TXN101354,80.02,72.0,23,cash_withdrawal,grocery,debit,Somalia,Web,0
TXN101355,12408.630797975824,29.0,20,purchase,travel,debit,Ethiopia,mobile,0
TXN101356,277.16,52.0,1,transfer,electronics,debit,Somalia,web,0
TXN101357,65.72,22.0,11,purchase,telecom,debit,Somalia,mobile,0
TXN101358,38.89,34.0,0,cash_withdrawal,telecom,credit,Kenya,web,0
TXN101359,107.68,59.0,11,purchase,telecom,debit,Somalia,mobile ,0
TXN101360,292.15,49.0,11,cash_withdrawal,grocery,debit,Kenya,mobile,0
TXN101361,28.39,27.0,11,transfer,electronics,debit,Somalia,mobile,0
TXN101362,117.05,,18,cash_withdrawal,telecom,debit,Somalia,web,0
TXN101363,119.82,34.0,16,cash_withdrawal,,credit,Ethiopia,mobile,0
TXN101364,158.51,22.0,19,transfer,grocery,credit,Kenya,web,0
TXN101365,16.93,62.0,23,cash_withdrawal,telecom,credit,Somalia,mobile,0
TXN101366,150.98,59.0,23,transfer,telecom,debit,Somalia,mobile,0
TXN101367,287.67,26.0,10,cash_withdrawal,grocery,credit,Somalia,web,0
TXN101368,23.77,,12,transfer,grocery,credit,Kenya,Web,0
TXN101369,32.55,50.0,7,purchase,telecom,credit,Ethiopia,Mobile,0
TXN101370,426.5,53.0,9,cash_withdrawal,grocery,credit,Somalia,WEB,0
TXN101371,6915.693391464654,53.0,7,cash_withdrawal,grocery,credit,Somalia,web,0
TXN101372,231.21,35.0,19,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN101373,81.34,26.0,-2,transfer,telecom,credit,Somalia,mobile,0
TXN101374,34.08,,8,cash_withdrawal,travel,credit,Kenya,mobile,0
TXN101375,245.52,46.0,6,transfer,,credit,Somalia,mobile,0
TXN101376,70.72,67.0,13,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN101377,86.79,31.0,1,purchase,telecom,debit,Somalia,mobile,0
TXN101378,53.41,42.0,10,cash_withdrawal,telecom,credit,Somalia,mobile,0
TXN101379,107.86,32.0,7,purchase,electronics,debit,Somalia,mobile,0
TXN101380,21.43,23.0,12,transfer,travel,debit,Ethiopia,mobile,0
TXN101381,59.53,73.0,20,purchase,grocery,credit,Kenya,web,0
TXN101382,418.46,59.0,14,cash_withdrawal,electronics,debit,Somalia,web,0
TXN101383,35.83,46.0,2,cash_withdrawal,telecom,credit,Kenya,mobile,0
TXN101384,6908.52471294084,32.0,22,transfer,telecom,credit,Kenya,web,0
TXN101385,47.2,46.0,13,cash_withdrawal,travel,credit,Somalia,web,0
TXN101386,178.19,,14,cash_withdrawal,travel,debit,Somalia,mobile,0
TXN101387,16.83,35.0,1,transfer,travel,credit,Somalia,web,0
TXN101388,420.07,67.0,18,transfer,grocery,credit,Somalia,web,0
TXN101389,72.57,74.0,11,purchase,electronics,debit,Ethiopia,web,no
TXN101390,194.5525794292949,66.0,3,transfer,electronics,credit,Somalia,web,1
TXN101391,9.16,61.0,3,cash_withdrawal,travel,debit,Ethiopia,mobile ,0
TXN101392,22.32,56.0,2,transfer,grocery,debit,Kenya,mobile,0
TXN101393,88.02,33.0,4,cash_withdrawal,electronics,credit,Somalia,mobile ,0
TXN101394,49.32,5.0,2,purchase,telecom,debit,Ethiopia,web,0
TXN101395,211.85,31.0,14,transfer,,credit,Somalia,web,0
TXN101396,67.64,20.0,18,cash_withdrawal,telecom,debit,Somalia,web,0
TXN101397,34.32,68.0,1,transfer,electronics,debit,Kenya,web,0
TXN101398,115.21,67.0,11,transfer,travel,debit,Somalia,mobile,0
TXN101399,147.22,,4,transfer,telecom,debit,Somalia,mobile,0
TXN101400,21.93,55.0,21,transfer,travel,credit,Kenya,web,0
TXN101401,22.02,62.0,16,purchase,grocery,credit,Ethiopia,web,0
TXN101402,4.48,59.0,13,cash_withdrawal,telecom,debit,Somalia,Mobile,yes
TXN101403,160.0,35.0,21,transfer,grocery,credit,Somalia,mobile,0
TXN101404,130.81,37.0,9,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN101405,77.24,65.0,2,purchase,electronics,credit,Kenya,web,0
TXN101406,223.08,42.0,3,cash_withdrawal,travel,credit,Somalia,,0
TXN101407,196.58,74.0,5,cash_withdrawal,,credit,Ethiopia,web,0
TXN101408,105.64,55.0,23,purchase,telecom,credit,Kenya,web,0
TXN101409,243.24,30.0,21,transfer,travel,credit,Kenya,mobile,0
TXN101410,27.66,21.0,15,cash_withdrawal,telecom,debit,Ethiopia,Mobile,0
TXN101411,14.24,72.0,6,cash_withdrawal,telecom,credit,Ethiopia,WEB,0
TXN101412,37.72,31.0,14,transfer,grocery,debit,Somalia,,0
TXN101413,7.05,50.0,20,transfer,electronics,debit,Somalia,web,0
TXN101414,90.9,,19,cash_withdrawal,,debit,Kenya,web,0
TXN101415,331.01,69.0,10,purchase,,credit,Djibouti,web,0
TXN101416,4.82,54.0,21,transfer,telecom,credit,Kenya,web,0
TXN101417,15.63,25.0,20,transfer,grocery,debit,Somalia,web,0
TXN101418,72.22,61.0,0,purchase,electronics,debit,Kenya,mobile,yes
TXN101419,325.95,51.0,4,cash_withdrawal,,credit,Somalia,WEB,0
TXN101420,45.6,61.0,12,transfer,electronics,credit,Djibouti,web,0
TXN101421,84.93,22.0,20,cash_withdrawal,electronics,credit,Somalia,web,0
TXN101422,5.1,71.0,13,cash_withdrawal,grocery,debit,Ethiopia,mobile,0
TXN101423,19.27,22.0,8,cash_withdrawal,grocery,debit,Somalia,mobile ,0
TXN101424,517.77,48.0,16,purchase,electronics,credit,Ethiopia,Web,0
TXN101425,402.7,62.0,14,cash_withdrawal,telecom,credit,Somalia,web,0
TXN101426,0.59,26.0,20,cash_withdrawal,travel,debit,Kenya,mobile,0
TXN101427,363.92,59.0,6,transfer,telecom,credit,Djibouti,Web,0
TXN101428,122.31,49.0,21,transfer,telecom,credit,Kenya,web,0
TXN101429,242.92,50.0,21,purchase,travel,debit,Kenya,mobile,0
TXN101430,72.78,20.0,11,purchase,grocery,debit,Somalia,mobile,0
TXN101431,86.98,47.0,22,transfer,telecom,debit,Somalia,Mobile,0
TXN101432,80.53,67.0,5,transfer,grocery,debit,Ethiopia,mobile,0
TXN101433,131.9,29.0,20,purchase,travel,credit,Somalia,web,0
TXN101434,18.05,46.0,15,cash_withdrawal,telecom,debit,Kenya,web,0
TXN101435,3.65,,4,purchase,grocery,credit,Kenya,web,0
TXN101436,44.17,43.0,8,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN101437,146.36,74.0,13,transfer,telecom,credit,Somalia,mobile,0
TXN101438,27.06,47.0,7,transfer,travel,debit,Somalia,mobile ,0
TXN101439,134.29,,13,transfer,electronics,debit,Somalia,web,0
TXN101440,420.44,,11,cash_withdrawal,grocery,credit,Ethiopia,web,0
TXN101441,11.83,19.0,9,purchase,travel,credit,Kenya,mobile,0
TXN101442,133.99,20.0,19,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN101443,70.38,,19,purchase,grocery,credit,Somalia,web,0
TXN101444,243.12,21.0,20,purchase,grocery,credit,Kenya,mobile,0
TXN101445,23.4,42.0,12,purchase,grocery,credit,Somalia,mobile,0
TXN101446,141.56,68.0,18,transfer,travel,credit,Somalia,web,0
TXN101447,218.5,30.0,14,purchase,grocery,credit,Somalia,mobile ,0
TXN101448,347.21,56.0,7,transfer,grocery,credit,Ethiopia,mobile,0
TXN101449,137.96,61.0,22,purchase,telecom,credit,Somalia,web,0
TXN101450,82.5,52.0,20,purchase,grocery,credit,Somalia,mobile,0
TXN101451,115.43,72.0,9,transfer,travel,debit,Djibouti,mobile,0
TXN101452,243.82,40.0,2,transfer,telecom,debit,Somalia,mobile,0
TXN101453,101.45,26.0,20,cash_withdrawal,electronics,credit,Ethiopia,web,0
TXN101454,3.7,,2,purchase,telecom,credit,Somalia,mobile,0
TXN101455,320.75,71.0,4,transfer,grocery,debit,Somalia,mobile,0
TXN101456,140.36,58.0,15,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN101457,135.43,61.0,16,cash_withdrawal,telecom,debit,Somalia,mobile,0
TXN101458,29.15,48.0,5,transfer,grocery,credit,Somalia,Mobile,0
TXN101459,129.06,61.0,19,purchase,telecom,debit,Somalia,web,0
TXN101460,60.08,64.0,19,cash_withdrawal,travel,debit,Somalia,mobile,0
TXN101461,126.4,19.0,15,purchase,grocery,credit,Somalia,web,0
TXN101462,13.53,49.0,23,purchase,travel,debit,Kenya,mobile,0
TXN101463,128.7,35.0,1,cash_withdrawal,grocery,credit,Ethiopia,,0
TXN101464,893.01,30.0,19,transfer,travel,debit,Ethiopia,mobile ,0
TXN101465,5.93,63.0,14,purchase,electronics,debit,Somalia,mobile,0
TXN101466,453.58,22.0,17,transfer,travel,debit,Ethiopia,,0
TXN101467,62.69,59.0,0,cash_withdrawal,telecom,debit,Somalia,Mobile,0
TXN101468,245.52,61.0,18,purchase,grocery,debit,Somalia,web,0
TXN101469,183.0,27.0,11,transfer,telecom,credit,Somalia,mobile,0
TXN101470,100.45,73.0,7,transfer,travel,credit,Kenya,mobile,0
TXN101471,160.94,60.0,5,purchase,grocery,debit,Ethiopia,mobile,0
TXN101472,252.96,42.0,11,transfer,travel,credit,Kenya,web,0
TXN101473,62.13,,6,transfer,electronics,debit,Somalia,web,0
TXN101474,47.53,54.0,17,cash_withdrawal,electronics,debit,Kenya,mobile,0
TXN101475,132.17,47.0,21,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN101476,197.93,,13,transfer,travel,debit,Somalia,Web,0
TXN101477,172.4,,7,transfer,travel,debit,Somalia,web,0
TXN101478,191.83,71.0,23,purchase,electronics,credit,Somalia,mobile,0
TXN101479,68.64,72.0,19,cash_withdrawal,travel,credit,Somalia,web,0
TXN101480,204.34,,21,purchase,telecom,credit,Kenya,web,0
TXN101481,15.37,,13,transfer,travel,credit,Somalia,mobile,0
TXN101482,94.36,,4,purchase,telecom,debit,Somalia,web,0
TXN101483,0.69,43.0,8,transfer,electronics,credit,Somalia,web,0
TXN101484,47.09,,7,cash_withdrawal,travel,debit,Djibouti,web,0
TXN101485,54.77,41.0,1,cash_withdrawal,electronics,debit,Somalia,mobile,0
TXN101486,60.54,70.0,15,transfer,grocery,credit,Somalia,mobile,0
TXN101487,142.68,23.0,12,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN101488,59.03,60.0,6,transfer,travel,debit,Kenya,web,0
TXN101489,71.46,66.0,15,purchase,electronics,debit,Somalia,web,0
TXN101490,32.55,59.0,6,transfer,,debit,Somalia,web,0
TXN101491,56.07,29.0,13,purchase,electronics,credit,Somalia,web,0
TXN101492,30.94,66.0,13,transfer,grocery,debit,Somalia,mobile,0
TXN101493,9.12,53.0,11,cash_withdrawal,,debit,Somalia,mobile,0
TXN101494,110.99,19.0,0,transfer,electronics,debit,Kenya,Web,0
TXN101495,132.39,,0,transfer,travel,debit,Ethiopia,web,0
TXN101496,115.95,56.0,11,transfer,travel,credit,Ethiopia,web,0
TXN101497,74.72,51.0,19,cash_withdrawal,electronics,credit,Kenya,WEB,0
TXN101498,57.32,43.0,20,transfer,telecom,debit,Somalia,mobile,0
TXN101499,238.83,35.0,14,cash_withdrawal,grocery,credit,Ethiopia,mobile,0
TXN101500,87.85,38.0,3,transfer,,debit,Ethiopia,mobile,0
TXN101501,78.28,53.0,6,purchase,telecom,credit,Ethiopia,WEB,0
TXN101502,3.12,57.0,15,transfer,electronics,credit,Somalia,web,0
TXN101503,50.09,69.0,2,purchase,travel,credit,Somalia,,0
TXN101504,57.4,63.0,6,cash_withdrawal,travel,credit,Djibouti,web,0
TXN101505,61.06,61.0,-2,cash_withdrawal,grocery,debit,Djibouti,mobile,0
TXN101506,104.15,39.0,21,transfer,telecom,debit,Kenya,mobile,0
TXN101507,91.53,70.0,5,cash_withdrawal,travel,debit,Djibouti,web,0
TXN101508,5269.499108682303,47.0,15,transfer,grocery,credit,Kenya,WEB,0
TXN101509,173.72,67.0,23,cash_withdrawal,travel,credit,Somalia,mobile,0
TXN101510,201.19,60.0,7,purchase,travel,debit,Somalia,WEB,0
TXN101511,151.95,47.0,22,cash_withdrawal,travel,credit,Kenya,Mobile,0
TXN101512,373.54,25.0,21,purchase,grocery,credit,Somalia,,0
TXN101513,2.21,,5,transfer,telecom,debit,Djibouti,mobile,0
TXN101514,26.15,,9,transfer,electronics,credit,Somalia,mobile,0
TXN101515,0.91,64.0,15,transfer,telecom,debit,Ethiopia,mobile,0
TXN101516,125.12,26.0,10,purchase,travel,credit,Ethiopia,mobile,0
TXN101517,273.97,68.0,12,transfer,telecom,debit,Somalia,web,0
TXN101518,33.48,37.0,5,transfer,travel,credit,Somalia,mobile,0
TXN101519,314.13,57.0,23,purchase,grocery,credit,Kenya,mobile,0
TXN101520,7.46,42.0,0,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN101521,326.97,,20,transfer,grocery,credit,Kenya,web,0
TXN101522,51.99,22.0,18,cash_withdrawal,travel,credit,Somalia,web,0
TXN101523,12.83,28.0,11,cash_withdrawal,telecom,debit,Somalia,web,0
TXN101524,11541.32291779806,32.0,23,transfer,electronics,credit,Somalia,web,0
TXN101525,35.61,25.0,5,transfer,electronics,debit,Somalia,web,0
TXN101526,40.24,36.0,17,purchase,grocery,debit,Somalia,mobile,0
TXN101527,44.06,40.0,12,purchase,electronics,debit,Djibouti,mobile,0
TXN101528,194.96,,6,transfer,travel,credit,Somalia,web,0
TXN101529,92.96,57.0,22,cash_withdrawal,telecom,debit,Ethiopia,mobile ,0
TXN101530,44.76,49.0,12,purchase,electronics,credit,Djibouti,mobile,0
TXN101531,113.1,43.0,20,purchase,electronics,credit,Ethiopia,mobile,0
TXN101532,151.12,44.0,7,transfer,telecom,credit,Somalia,WEB,0
TXN101533,38.2,36.0,20,transfer,electronics,debit,Kenya,mobile,0
TXN101534,64.04,67.0,16,transfer,telecom,credit,Somalia,web,0
TXN101535,15.6,,8,transfer,travel,credit,Somalia,mobile,0
TXN101536,23.98,,19,purchase,travel,credit,Ethiopia,mobile,0
TXN101537,137.15,56.0,12,purchase,,debit,Somalia,Mobile,0
TXN101538,24.02,58.0,1,purchase,grocery,debit,Djibouti,mobile,0
TXN101539,89.37,,3,cash_withdrawal,travel,debit,Kenya,mobile,0
TXN101540,10190.712602536172,,1,purchase,electronics,debit,Somalia,mobile,0
TXN101541,13.56,54.0,3,purchase,grocery,credit,Somalia,mobile,0
TXN101542,100.53,36.0,17,transfer,grocery,debit,Kenya,mobile,no
TXN101543,35.58,50.0,4,purchase,grocery,credit,Kenya,mobile,0
TXN101544,395.38,64.0,18,purchase,travel,debit,Kenya,web,0
TXN101545,79.29,33.0,9,purchase,grocery,credit,Somalia,mobile,0
TXN101546,196.78,40.0,17,transfer,,debit,Somalia,web,0
TXN101547,95.88,24.0,20,purchase,travel,debit,Somalia,mobile ,0
TXN101548,5.33,43.0,9,purchase,grocery,debit,Somalia,,0
TXN101549,120.34,49.0,4,cash_withdrawal,grocery,credit,Somalia,mobile,0
TXN101550,362.9,29.0,16,cash_withdrawal,electronics,credit,Somalia,mobile,0
TXN101551,110.44,25.0,21,cash_withdrawal,grocery,debit,Somalia,web,0
TXN101552,205.24,22.0,12,cash_withdrawal,travel,debit,Kenya,,0
TXN101553,258.71,59.0,22,transfer,electronics,debit,Kenya,web,0
TXN101554,31.06,45.0,16,cash_withdrawal,,debit,Somalia,mobile,0
TXN101555,28.6,70.0,8,purchase,travel,debit,Kenya,web,0
TXN101556,113.3,22.0,23,cash_withdrawal,grocery,debit,Kenya,mobile ,0
TXN101557,63.53,66.0,11,transfer,grocery,credit,Somalia,mobile,yes
TXN101558,219.81,43.0,13,cash_withdrawal,telecom,credit,Somalia,web,0
TXN101559,276.34,22.0,13,cash_withdrawal,grocery,credit,Somalia,,0
TXN101560,170.45090086644512,39.0,2,transfer,telecom,credit,Somalia,web,yes
TXN101561,32.44,32.0,22,transfer,electronics,credit,Somalia,web,0
TXN101562,181.98,30.0,4,transfer,electronics,credit,Somalia,web,0
TXN101563,38.56,45.0,18,transfer,electronics,debit,Kenya,mobile,0
TXN101564,207.53,50.0,13,transfer,telecom,debit,Ethiopia,web,0
TXN101565,66.14,60.0,8,transfer,travel,debit,Somalia,web,0
TXN101566,132.15,40.0,6,purchase,travel,debit,Kenya,mobile,0
TXN101567,12.05,50.0,7,cash_withdrawal,electronics,debit,Ethiopia,mobile,0
TXN101568,117.34,,13,cash_withdrawal,,credit,Somalia,web,0
TXN101569,72.13,35.0,21,transfer,telecom,credit,Ethiopia,web,0
TXN101570,6901.111279774918,,13,transfer,electronics,credit,Somalia,web,0
TXN101571,22.07,70.0,10,purchase,grocery,credit,Ethiopia,mobile,0
TXN101572,160.21,47.0,13,purchase,,credit,Somalia,web,0
TXN101573,238.36,43.0,20,transfer,telecom,debit,Somalia,Mobile,0
TXN101574,29.31,33.0,7,purchase,,credit,Kenya,mobile,0
TXN101575,12.07,30.0,2,purchase,travel,credit,Ethiopia,mobile,0
TXN101576,2.87,,22,transfer,grocery,credit,Somalia,web,0
TXN101577,123.26,50.0,17,transfer,travel,debit,Kenya,web,0
TXN101578,112.1,43.0,2,transfer,telecom,debit,Kenya,web,0
TXN101579,94.94,65.0,12,transfer,electronics,debit,Somalia,web,0
TXN101580,31.67,18.0,11,cash_withdrawal,electronics,debit,Somalia,,0
TXN101581,59.49,66.0,14,cash_withdrawal,electronics,debit,Somalia,web,0
TXN101582,108.31,,17,transfer,electronics,debit,Somalia,mobile,0
TXN101583,82.4,19.0,4,purchase,electronics,credit,Kenya,mobile,0
TXN101584,528.62,,6,transfer,telecom,credit,Ethiopia,web,0
TXN101585,17.6,23.0,10,cash_withdrawal,telecom,credit,Kenya,web,0
TXN101586,142.55,,10,purchase,electronics,debit,Djibouti,web,0
TXN101587,62.17,67.0,14,cash_withdrawal,grocery,debit,Somalia,web,0
TXN101588,67.08,55.0,9,transfer,electronics,debit,Somalia,mobile,0
TXN101589,151.73,59.0,14,cash_withdrawal,travel,debit,Ethiopia,web,0
TXN101590,141.49,41.0,12,cash_withdrawal,travel,credit,Ethiopia,mobile,0
TXN101591,568.73,35.0,13,cash_withdrawal,travel,debit,Somalia,mobile,0
TXN101592,16.49,44.0,16,purchase,travel,debit,Somalia,,0
TXN101593,13.19,58.0,12,cash_withdrawal,electronics,debit,Ethiopia,mobile,0
TXN101594,14805.570400973449,25.0,9,purchase,travel,debit,Somalia,Mobile,0
TXN101595,103.64,45.0,0,transfer,grocery,debit,Somalia,mobile,0
TXN101596,38.45,,0,transfer,electronics,credit,Kenya,mobile,0
TXN101597,9.93,34.0,14,cash_withdrawal,travel,debit,Djibouti,mobile,0
TXN101598,10.75,,15,purchase,electronics,debit,Kenya,mobile,0
TXN101599,269.53,46.0,11,transfer,electronics,credit,Kenya,mobile,0
TXN101600,25.56,23.0,23,purchase,electronics,debit,Somalia,web,0
TXN101601,46.88,31.0,5,purchase,telecom,debit,Kenya,,0
TXN101602,30.84,39.0,5,cash_withdrawal,travel,credit,Somalia,web,0
TXN101603,52.62,71.0,11,cash_withdrawal,telecom,credit,Djibouti,web,0
TXN101604,8.63,23.0,14,purchase,grocery,credit,Somalia,mobile,0
TXN101605,87.84,97.0,3,purchase,grocery,credit,Kenya,web,0
TXN101606,8.4,56.0,23,cash_withdrawal,telecom,credit,Ethiopia,mobile,0
TXN101607,193.35,29.0,3,purchase,travel,credit,Somalia,web,0
TXN101608,31.94,52.0,1,cash_withdrawal,electronics,credit,Djibouti,web,0
TXN101609,93.19,31.0,23,purchase,grocery,credit,Somalia,mobile,0
TXN101610,254.51,39.0,11,cash_withdrawal,grocery,credit,Somalia,web,0
TXN101611,126.28,68.0,6,purchase,grocery,credit,Somalia,web,0
TXN101612,91.36,40.0,19,cash_withdrawal,travel,debit,Ethiopia,Mobile,0
TXN101613,47.05,65.0,8,purchase,telecom,credit,Ethiopia,mobile,0
TXN101614,48.6,24.0,8,transfer,telecom,credit,Somalia,web,0
TXN101615,132.85,57.0,7,transfer,travel,credit,Somalia,web,0
TXN101616,14531.058877156744,67.0,13,purchase,grocery,credit,Ethiopia,mobile,0
TXN101617,130.11,,0,transfer,travel,credit,Somalia,web,0
TXN101618,97.91,30.0,22,purchase,,debit,Kenya,mobile,0
TXN101619,157.41,38.0,20,purchase,telecom,debit,Kenya,web,0
TXN101620,75.1,58.0,22,transfer,travel,debit,Ethiopia,WEB,0
TXN101621,7.44,27.0,11,purchase,travel,credit,Kenya,web,0
